"unique_key","bird","car_included","cat","country","date_from","date_range","date_to","dog","expired","first_seen","fish","horse","last_changed","listing_id","livestock","location","new_this_run","poultry","profile","public_transport","rabbit","reptile","reviewing","small_pets","title","town","url"
"2255471|Nov 10, 2025→Nov 26, 2025",0,False,0,"United Kingdom","Nov 10, 2025","Nov 10, 2025→Nov 26, 2025","Nov 26, 2025",3,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-04-20T10:22:39.853143Z",2255471.0,0,"Oakham, United Kingdom",False,0,"europe",False,0,0,True,0,"Live in sitter required for pampered KC Cavaliers in our quant country cottage.","Oakham","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/oakham/l/2255471/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjksInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2269580|Nov 21, 2025→Nov 30, 2025",0,False,0,"United Kingdom","Nov 21, 2025","Nov 21, 2025→Nov 30, 2025","Nov 30, 2025",1,False,"2025-05-03T09:26:44.562510Z",0,0,"2025-05-09T06:01:38.307976Z",2269580.0,0,"Irvine, United Kingdom",False,0,"europe",True,0,0,False,0,"We are looking for a house sitter to watch our dog while we are away on holiday","Irvine","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/scotland/irvine/l/2269580/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjEsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2269580|Nov 22, 2025→Dec 01, 2025",0,False,0,"United Kingdom","Nov 22, 2025","Nov 22, 2025→Dec 01, 2025","Dec 01, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-03T08:59:11.616448Z",2269580.0,0,"Irvine, United Kingdom",False,0,"europe",False,0,0,False,0,"We are looking for a house sitter to watch our dog while we are away on holiday","Irvine","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/scotland/irvine/l/2269580/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2269580|Nov 22, 2025→Dec 01, 2025",0,False,0,"United Kingdom","Nov 22, 2025","Nov 22, 2025→Dec 01, 2025","Dec 01, 2025",1,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-05-03T08:59:11.616448Z",2269580.0,0,"Irvine, United Kingdom",False,0,"europe",False,0,0,False,0,"We are looking for a house sitter to watch our dog while we are away on holiday","Irvine","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/scotland/irvine/l/2269580/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjksInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2270480|Dec 10, 2025→Dec 15, 2025",0,False,1,"United Kingdom","Dec 10, 2025","Dec 10, 2025→Dec 15, 2025","Dec 15, 2025",1,False,"2025-04-26T07:41:06.561168Z",0,0,"2025-05-09T06:01:38.307976Z",2270480.0,0,"Southport, United Kingdom",False,0,"europe",True,0,0,False,0,"Seaside location, lots to do. Chilled out cat and dog, very affectionate.","Southport","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/southport/l/2270480/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjIsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2293030|Nov 28, 2025→Dec 01, 2025",0,False,1,"United Kingdom","Nov 28, 2025","Nov 28, 2025→Dec 01, 2025","Dec 01, 2025",0,False,"2025-05-01T09:45:11.866754Z",0,0,"2025-05-09T06:01:38.307976Z",2293030.0,0,"Bristol, United Kingdom",False,0,"europe",True,0,0,False,0,"Cat sitter for English country village flat, very close to the City of Brisol","Bristol","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/bristol/l/2293030/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjIsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2295443|Dec 04, 2025→Dec 19, 2025",0,False,0,"United Kingdom","Dec 04, 2025","Dec 04, 2025→Dec 19, 2025","Dec 19, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,1,"2025-05-09T07:27:36.394074Z",2295443.0,0,"Newbury, United Kingdom",False,0,"europe",False,0,0,False,0,"Country home with large garden and great access to the countryside","Newbury","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/newbury/l/2295443/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2295443|Dec 04, 2025→Dec 19, 2025",0,False,0,"United Kingdom","Dec 04, 2025","Dec 04, 2025→Dec 19, 2025","Dec 19, 2025",2,False,"2025-04-20T10:10:31.487973Z",0,1,"2025-05-09T07:27:36.394074Z",2295443.0,0,"Newbury, United Kingdom",False,0,"europe",False,0,0,False,0,"Country home with large garden and great access to the countryside","Newbury","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/newbury/l/2295443/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjksInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2298165|Dec 12, 2025→Dec 14, 2025",0,False,1,"United Kingdom","Dec 12, 2025","Dec 12, 2025→Dec 14, 2025","Dec 14, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",2298165.0,0,"Saxmundham, United Kingdom",False,0,"europe",False,0,0,False,0,"Sitters needed for Saxmundham Suffolk.","Saxmundham","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/saxmundham/l/2298165/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2298165|Dec 12, 2025→Dec 14, 2025",0,False,1,"United Kingdom","Dec 12, 2025","Dec 12, 2025→Dec 14, 2025","Dec 14, 2025",2,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-05-09T07:27:36.394074Z",2298165.0,0,"Saxmundham, United Kingdom",False,0,"europe",False,0,0,False,0,"Sitters needed for Saxmundham Suffolk.","Saxmundham","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/saxmundham/l/2298165/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjksInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2299793|Nov 01, 2025→Dec 12, 2025",0,False,0,"United Kingdom","Nov 01, 2025","Nov 01, 2025→Dec 12, 2025","Dec 12, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",2299793.0,0,"Llangynog, United Kingdom",False,0,"europe",False,0,0,True,0,"Phillip & Sara looking for a Dachshund lover to mind our boys in West Wales.","Llangynog","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/wales/llangynog/l/2299793/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2306935|Nov 01, 2025→Nov 29, 2025",0,False,0,"United Kingdom","Nov 01, 2025","Nov 01, 2025→Nov 29, 2025","Nov 29, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-01T11:00:17.303553Z",2306935.0,0,"Dundee, United Kingdom",False,0,"europe",False,0,0,False,0,"Lovely Black Labs in Sunny Dundee","Dundee","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/scotland/dundee/l/2306935/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjIsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2306935|Nov 01, 2025→Nov 29, 2025",0,False,0,"United Kingdom","Nov 01, 2025","Nov 01, 2025→Nov 29, 2025","Nov 29, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-01T11:00:17.303553Z",2306935.0,0,"Dundee, United Kingdom",False,0,"europe",False,0,0,False,0,"Lovely Black Labs in Sunny Dundee","Dundee","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/scotland/dundee/l/2306935/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjIsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2306935|Nov 01, 2025→Nov 29, 2025",0,False,0,"United Kingdom","Nov 01, 2025","Nov 01, 2025→Nov 29, 2025","Nov 29, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-01T11:00:17.303553Z",2306935.0,0,"Dundee, United Kingdom",False,0,"europe",False,0,0,False,0,"Lovely Black Labs in Sunny Dundee","Dundee","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/scotland/dundee/l/2306935/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjIsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2307707|Nov 20, 2025→Nov 25, 2025",0,False,0,"United Kingdom","Nov 20, 2025","Nov 20, 2025→Nov 25, 2025","Nov 25, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-20T10:10:31.487973Z",2307707.0,0,"Wickham, United Kingdom",False,0,"europe",False,0,0,False,0,"Happy labradors near Southdowns National Park.","Wickham","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/wickham/l/2307707/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2311942|Nov 12, 2025→Dec 09, 2025",0,False,0,"United Kingdom","Nov 12, 2025","Nov 12, 2025→Dec 09, 2025","Dec 09, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-20T10:22:39.853143Z",2311942.0,0,"York, United Kingdom",False,0,"europe",False,0,0,False,0,"Loving sitter wanted for elderly dog who just needs a daily walk &  cuddles","York","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/york/l/2311942/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjMsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2311942|Nov 12, 2025→Dec 09, 2025",0,False,0,"United Kingdom","Nov 12, 2025","Nov 12, 2025→Dec 09, 2025","Dec 09, 2025",1,False,"2025-04-20T10:10:31.487973Z",0,0,"2025-04-20T10:22:39.853143Z",2311942.0,0,"York, United Kingdom",False,0,"europe",False,0,0,False,0,"Loving sitter wanted for elderly dog who just needs a daily walk &  cuddles","York","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/york/l/2311942/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2313016|Nov 06, 2025→Nov 26, 2025",0,False,2,"Germany","Nov 06, 2025","Nov 06, 2025→Nov 26, 2025","Nov 26, 2025",0,False,"2025-05-07T14:01:42.768982Z",0,0,"2025-05-09T06:01:38.307976Z",2313016.0,0,"Karlsruhe, Germany",False,0,"europe",True,0,0,False,0,"Company for two playful cats","Karlsruhe","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/germany/baden-wuerttemberg/karlsruhe/l/2313016/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjMsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2313286|Nov 17, 2025→Nov 19, 2025",0,False,2,"United Kingdom","Nov 17, 2025","Nov 17, 2025→Nov 19, 2025","Nov 19, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-04-28T23:43:25.971371Z",2313286.0,0,"Ashburton, United Kingdom",False,0,"europe",False,0,0,False,0,"Looking for a pet lover for 11 days at the end of January","Ashburton","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/ashburton/l/2313286/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2316565|Nov 10, 2025→Nov 24, 2025",0,False,0,"United Kingdom","Nov 10, 2025","Nov 10, 2025→Nov 24, 2025","Nov 24, 2025",2,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",2316565.0,0,"Hedge End, United Kingdom",False,0,"europe",False,0,0,False,0,"Two adorable small dogs to sit on the South Coast of England","Hedge End","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/hedge-end/l/2316565/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2316689|Nov 06, 2025→Nov 19, 2025",0,False,0,"United Kingdom","Nov 06, 2025","Nov 06, 2025→Nov 19, 2025","Nov 19, 2025",1,False,"2025-04-19T10:21:22.202382Z",0,0,"2025-05-09T07:27:36.394074Z",2316689.0,0,"Bramhall, United Kingdom",False,0,"europe",False,0,0,False,0,"4 year old schnoodle female dog","Bramhall","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/bramhall/l/2316689/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjgsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2322997|Dec 12, 2025→Dec 15, 2025",0,False,0,"United Kingdom","Dec 12, 2025","Dec 12, 2025→Dec 15, 2025","Dec 15, 2025",1,False,"2025-05-07T14:30:25.481127Z",0,0,"2025-05-09T06:01:38.307976Z",2322997.0,0,"Southampton, United Kingdom",False,0,"europe",True,0,0,False,0,"Rick & Nikki, Southampton Labrador","Southampton","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/southampton/l/2322997/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjMsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2323460|Nov 28, 2025→Dec 04, 2025",0,False,0,"United Kingdom","Nov 28, 2025","Nov 28, 2025→Dec 04, 2025","Dec 04, 2025",1,False,"2025-05-06T13:36:24.280125Z",0,0,"2025-05-06T21:42:41.507154Z",2323460.0,0,"Hethersett, United Kingdom",False,0,"europe",True,0,0,False,0,"Countryside stay with a 1 year old
Golden retriever","Hethersett","https://www.trustedhousesitters.com/house-and-pet-sitting-assignments/united-kingdom/england/hethersett/l/2323460/?q=eyJmaWx0ZXJzIjp7ImFjdGl2ZU1lbWJlcnNoaXAiOnRydWUsImFzc2lnbm1lbnRzIjp7ImRhdGVGcm9tIjoiMjAyNS0xMS0wMSIsImRhdGVUbyI6IjIwMjUtMTItMjQiLCJyZXZpZXdpbmciOmZhbHNlLCJjb25maXJtZWQiOmZhbHNlfSwiZ2VvSGllcmFyY2h5Ijp7ImNvbnRpbmVudFNsdWciOiJldXJvcGUifX0sImZhY2V0cyI6W10sInNvcnQiOlt7InB1Ymxpc2hlZCI6ImRlc2MifV0sInBhZ2UiOjMsInJlc3VsdHNQZXJQYWdlIjoxMiwiZGVidWciOmZhbHNlLCJzdGF0cyI6W119"
"2323460|Nov 28, 2025→Dec 05, 2025",0,False,0,"United Kingdom","Nov 28, 2025","Nov 28, 2025→Dec 05, 2025","Dec 05, 2025",1,False,"2025-05-07T14:30:25.481127Z",0,0,"2025-05-09T06:01:38.307976Z",2323460.0,0,"Hethersett, United Kingdom",False,0,"europe",True,0,0,False,0,"Countryside stay with a 1 year old
